Row ID,officer_id,timestamp,reason,case_number_present,sha256_hash
2900,Officer-12,09/21/2024,theft investigation,no,c49d39f1523feb0e91efa9a4aea1a6688164afa691117778db9f391611a3d576
2901,Officer-12,09/21/2024,theft investigation,no,b2d10ee4b69bb03407c93b5f6db80c0cf626c6c4de5e043917e2bb758eab254d
2902,Officer-12,09/21/2024,theft investigation,no,4bfae0261e3d0e2904f26f1db0aadc3c9fc68227de82b88b8acfae252511a25c
2903,Officer-12,09/21/2024,theft investigation,no,0468469bd33efcfa0b55a53d3b8291879035fdae2678da0284deb269b5002ffe
2904,Officer-20,09/19/2024,,yes,2e61896cc93af99bd2e091149b1e45ab3d018466c5616f416f64d62eb796990b
2905,Officer-20,09/19/2024,,yes,0f36e48136847f46e94e4e0a7c043125de58d16822ad1438986c1371f9261b78
2906,Officer-20,09/19/2024,,yes,b74f481c3cf43b4d226b04dfb1506bfed56096ef0bc0b4c39ec1a87a97c34357
2907,Officer-20,09/19/2024,,yes,67f0246fb6db49bcef2a9571491de13702655f192aa6f6c5a7f6395bb9abc48f
2908,Officer-20,09/19/2024,,yes,122738254d696a65c9a6b5bf3d82a860e5223dc28be979738e9f5864107ccb99
2909,Officer-20,09/19/2024,,yes,cdc51616ee54e37aaf609d238a0d54855df9d695c5e8e2536075cb529fc1a4b7
2910,Officer-20,09/19/2024,,yes,44e9a175c24394f266a699c47fac7eec9925a4c5d18e93c424d61df5d5f76be9
2911,Officer-20,09/19/2024,,yes,62b68e2e5bd7d7caa240f435422e625003070b9c412299f31cfe7adf9bef7fb1
2912,Officer-20,09/19/2024,,yes,ce31d5d110a3acd3645f91d5fa9718cfb7fce77909ca3cf3070238e2cc98c42b
2913,Officer-20,09/19/2024,,yes,e9a2e84b6588db20c06fe499201d97850e23aafdfb5dd11f16b286221914d89a
2914,Officer-21,09/21/2024,leaving scene of accident,no,8040d75f1c043965449fc1c7bc5ebf78eccaa9d03846faf6b4d7fe6241a2ae98
2915,Officer-21,09/21/2024,leaving scene of accident,no,140f4ede47cf61101d250b819686d35b05de65174a7747ad50e6d27d6f9b829b
2916,Officer-21,09/21/2024,leaving scene of accident,no,c9d369a46919fe7b98ba42205fcc4c0bbcfced36dcb6abcc18c58f2dfd77938b
2917,Officer-21,09/21/2024,leaving scene of accident,no,0b050d3af5ec8e1dbecb0bee95f87a5ac969ed1577862f5c7a2443753a3b67d6
2918,Officer-21,09/21/2024,LEAVING SCENE OF ACCIDENT,no,bf92950b2c34e43f27ce934d0d1070ac750a63ddc6f9236bb9daef0421c10078
2919,Officer-21,09/21/2024,LEAVING SCENE OF ACCIDENT,no,581df5df47f8a82c4561387b7a942b02254706c136d285ecf65d9cbb73a432c3
2920,Officer-21,09/21/2024,LEAVING SCENE OF ACCIDENT,no,dcc4c2ebbb23a90056b5588aa5fa3c4bf248289901142e50c599b63590634f0e
2921,Officer-21,09/21/2024,LEAVING SCENE OF ACCIDENT,no,1be298e2405cc65eb1c38b34e5602dae9296cbf66c900cfccbd117099aea6d32
2922,Officer-21,09/21/2024,LEAVING SCENE OF ACCIDENT,no,7a3785ca3586ecb177914d56bed2f36428930296b221586ebd0fe5a602fec766
2923,Officer-21,09/21/2024,LEAVING SCENE OF ACCIDENT,no,75c21f0abd64d1b4d9e6ba6e86bd42722cdb0b4317202f076e27071ddbe1d253
2924,Officer-21,09/21/2024,LEAVING SCENE OF ACCIDENT,no,efd15401735da4fdcf9d9aac3baaa1e668a04a3c206c01b4124d896411608569
2925,Officer-21,09/21/2024,LEAVING SCENE OF ACCIDENT,no,370a874ef9d31d2dec88081137d5637b6802abf575b8afafd301b8fe41e4fff2
2926,Officer-21,09/21/2024,LEAVING SCENE OF ACCIDENT,no,c1eb5e8664627221b8d840366be518ee5e117b3a5663bf7c8c55a9ba5716fa56
2927,Officer-21,09/21/2024,LEAVING SCENE OF ACCIDENT,no,c1d04d6fbaebcd6acd39e88db0a414bb5e46a7607504083abb4788d925ac4b4a
2928,Officer-21,09/21/2024,LEAVING SCENE OF ACCIDENT,no,84719284d94082d1527816eed6978602f53e187102676bca3fa1c1f11a8ef24e
2929,Officer-21,09/21/2024,LEAVING SCENE OF ACCIDENT,no,9637ef369a1f6daee6144e73475c52656d59d755b2958a06b1a393ef25c0f695
2930,Officer-21,09/21/2024,LEAVING SCENE OF ACCIDENT,no,75c0f19760108328be5a5a909aa4600ec897d117e917894a19cdfce1cdb229f4
2931,Officer-18,09/17/2024,drug suspect,no,39e6d5fb63cb7270f23c2d192d833e78626f226dcc84df3a979f660322c023fd
2932,Officer-18,09/17/2024,warrants,no,34a4bd1587f06d05f5604abd592548290dac5cc637c14f565a96a9d0f68dc55c
2933,Officer-18,09/17/2024,wanted person,no,1e98148fe7a629c74d8c8832f7e11ccd1a05174f8585337e05003bb568ba3218
2934,Officer-18,09/17/2024,wanted person,no,5c85fcfd5b26a667c06445da8a5463163bcef893cf21b77563f2d729991e0839
2935,Officer-18,09/17/2024,wanted person,no,7d04a40e51dd5aaa9afd5c0b6b729a7e77b7bd44c3d2a9af7dc3ca2c69d8cbd3
2936,Officer-18,09/17/2024,wanted person,no,6fc0c5ad87d7a7b6ca8eebe62d4779951e3f327a62311a67e8d5955443997e38
2937,Officer-18,09/17/2024,wanted person,no,f9a5d989c59e7f0eaddd2644a1b8167116d0baf85f63e99634a4b10cd427921a
2938,Officer-18,09/17/2024,wanted person,no,e6f01a4ebfa4d302f1c353af5736e3c9ffbe25d8cbca12404b1fa2dd4d25ac85
2939,Officer-18,09/17/2024,wanted person,no,05ef2aeb389c88d7008b77e4ea80c08f2d15219006e28d0518554b7e7d2cce00
2940,Officer-18,09/17/2024,wanted person,no,46ce5108612473eedaf760be742fd5f11306f9ae61ebce7f269e6a922c9fcb88
2941,Officer-20,09/18/2024,,yes,932dc2e1c3eed072949576f7d7290e362c51234eefbbcf6e8e3539cbedb8f966
2942,Officer-20,09/18/2024,,yes,888ceaadf1a8e1e0120371043f20e2aac6749010d98b6c442b88753cf800f090
2943,Officer-20,09/18/2024,,yes,f69f9b87698a7db5d37a66bf052ff6cdc7061d1fca3356e6eb78fcbec05104f6
2944,Officer-20,09/18/2024,,yes,d3bcb111cc1151acbf55336e73483ffe13b8713e5d352073e17e85966faf0d74
2945,Officer-20,09/18/2024,,yes,e82f0c83ba8ebf1431e8fc5c0fb895eef81d9fcf1de1dada99b290bdd6498846
2946,Officer-20,09/18/2024,,yes,282733b4af0d6be55aca42fb21edd2f33a8927f1791984bbc2db3789ce973358
2947,Officer-37,09/17/2024,Narcotics Inv,no,188839faad638f8fdd6789c99e744078754bd96a33be950a1ba52fb4ce33694f
2948,Officer-37,09/17/2024,Narcotics Inv,no,0b6b29783f59b91b0e777c8aa7787f753acfd092c426c65534daaa58559023ca
2949,Officer-37,09/17/2024,Narcotics Inv,no,d85a9a299582ea5622804586104171d5ea7369d56f3ed0f18cc724d8f3ea1e0e
2950,Officer-18,09/18/2024,wanted person,no,404fefe9276a3b8dacae45bf133e837bc5be59e31200c54df9e7941ecf52c448
2951,Officer-18,09/18/2024,wanted person,no,76ef9fd76c422387cce2c5897ba615f584ef709ec02665e1746b24878d2f7d8a
2952,Officer-18,09/18/2024,wanted person,no,df0fbccc0d665a8f8941e4fbfd27908aafe642f04c7e58e9180edb4e5588a096
2953,Officer-20,09/18/2024,,yes,09b2cdd17a0132fe1d38d920504044a7bfda58fd2d2311c8697ade1853860e65
2954,Officer-20,09/18/2024,,yes,d9e5d81df342bea7247bd28ceaf9a661003ff7fba399ee23304d3f97f830369f
2955,Officer-20,09/18/2024,,yes,d3ce5d0a455e01af0a620bbde671b5dda5fefe33231cce8d9fc274237c2e1747
2956,Officer-20,09/18/2024,,yes,09b73c04ef0af1feb63d4d5dc421b26f81f9196b94fb2bb9ec5ae7d82377364f
2957,Officer-20,09/18/2024,,yes,74fd44acb09036514b55bbe2de6dc2e5d75b7f881e60c4652543ae5e0ba3f4ba
2958,Officer-20,09/18/2024,,yes,8117c28243c40c27313b6d6120582db9be07f7664237bf0826c0550cc3bc5e83
2959,Officer-20,09/18/2024,,yes,e39cd5ddc4b607b505b9f6405958ef93029b390e3855fec2808588bf284b7d1c
2960,Officer-20,09/18/2024,,yes,31b6af11862ee3133380aa6ce2fb9b89797fbc88f93772174066bd9ffec0caaf
2961,Officer-20,09/18/2024,,yes,308226c605bd74d71d9b26b9b611f7b29975336bab0d23cd469c3648de286d69
2962,Officer-33,09/16/2024,investigation,no,d19ffdaf1425ce84794d778c233d4894c4322059aa0093bef0da28c8c7ce0723
2963,Officer-33,09/16/2024,investigation,no,54bb6e833cae8f7cda667ef0e926f8ae861a54e8e54d841bb429764209f4cd4e
2964,Officer-18,09/18/2024,hit ands run,no,ed414e574bb5be613e37c709e306c97ae88fd439ca122fba3380f9d1555fa87e
2965,Officer-18,09/18/2024,hit and run,no,d30934aa6afc12c9e9ef9913aa17cfc5cd03d014b1877bd631d5bbdedd637e6a
2966,Officer-18,09/18/2024,hit and run,no,15a361c185032147da714955ac5390e3a07444d4f4f22b91c5808e2e37fe6f94
2967,Officer-18,09/18/2024,hit and run,no,9470f09c4dee138e1b77317bc08ccc5d3cd81b296e8a25a1290ad20b8d2b4939
2968,Officer-21,09/18/2024,leaving scene of accident,no,7dc9d5402837d4fbea8e96758e555a53e9671d6b3d20642ccc5bbbf6ae6ba591
2969,Officer-21,09/18/2024,leaving scene of accident,no,39ad8266053e5a2534c2c0345707b4fa5b4f223a4ec96fe12dd0a1b4f0998df8
2970,Officer-21,09/18/2024,leaving scene of accident,no,781f66ac914e467fcd1538308d1eed5fc2c7a3dc6212cc0bc9e2d4b2e4e999d2
2971,Officer-21,09/18/2024,leaving scene of accident,no,2554a823f72058aebc94b91d43194d40e7247a90e10ce481898e0d8bec4faa61
2972,Officer-21,09/18/2024,leaving scene of accident,no,612f75dac3129aae2c162f8f0b2a5a660d3f3c94f22b0f5db54726660c751308
2973,Officer-21,09/18/2024,leaving scene of accident,no,0a705ba3d391bceb2e258a09bf9a5f35bbe8c04577ddf783d403bd671b007a25
2974,Officer-21,09/18/2024,leaving scene of accident,no,2fbe43e6fc3ca49bdcb1d3a79c66975615e4596b0ae8aa2aaddbc3395940b192
2975,Officer-21,09/18/2024,leaving scene of accident,no,77c4f4efd7bff5d67da10eecda3ddba2ab5432387309c4517ae69266cad33cd5
2976,Officer-21,09/18/2024,leaving scene of accident,no,379739eacbaa423821a8bf86eff6e72925e013453e33b184ca12f656b7e9e061
2977,Officer-21,09/18/2024,leaving scene of accident,no,dc7465ef44f04af3583b9710e96260e85bdb69bf1808caec4faa17279c7589a5
2978,Officer-21,09/18/2024,leaving scene of accident,no,a41fe6cacbcf267ca3b04851831a3b729569bc8e6d58bb598f634e40f9b81ee0
2979,Officer-21,09/18/2024,leaving scene of accident,no,0b0033c29766471229ea659ed90072b4fe4126dd35a1b0542171023574f0267d
2980,Officer-21,09/18/2024,leaving scene of accident,no,55c8d95a1577e8f3e69d44a309c97e5c3c37daec15b97d786774789e1a01f75a
2981,Officer-25,09/18/2024,[redacted],no,9114f3f7f53a506d4f334ae20b35d333bc7a31df68670323ef7771c81f4150ee
2982,Officer-21,09/18/2024,leaving scene of accident,no,ed3fbabf9127e7376c10d225deb3774024767846023bc8c5684c69923ca79230
2983,Officer-21,09/18/2024,leaving scene of accident,no,ef30884bb8caa8c41c5975f618aee709b5418fefa248e1cbeb2dc69324f9017f
2984,Officer-21,09/18/2024,leaving scene of accident,no,6e02c820b47fa01c9ab820eb00759d5916ed72b8ae3030060fdf74e3673c69af
2985,Officer-21,09/18/2024,leaving scene of accident,no,5d71549b443781bbc2b5515a1b27c85e72976669b691bed3bbf9986791f2e190
2986,Officer-21,09/18/2024,leaving scene of accident,no,aee56c0c90d5b441f3a0f6012b309cc8cfc2d13b20b5a097717dfe256035c5f5
2987,Officer-21,09/18/2024,leaving scene of accident,no,67e9c33f8295ddff7d2a2e53d2ea2a3fb88b4fb21bf31c53682be63f0c754437
2988,Officer-21,09/18/2024,leaving scene of accident,no,e6974b505c01b71ef8ffcb887247762c14c5ecfaa23721efc4d7ca654432b2f9
2989,Officer-21,09/18/2024,leaving scene of accident,no,c414a57396876404d7ba20612987f5fa8e31641e4042c7940f51057f36d5019f
2990,Officer-21,09/18/2024,leaving scene of accident,no,41caa3db831935523f4ea6717fda51a549e9684d5c2615430e743ca21b754b23
2991,Officer-21,09/18/2024,leaving scene of accident,no,83682979baba1969fe0a5d4bc18fd8ddf4fc008b3cae13f2d94a48764aea1831
2992,Officer-21,09/18/2024,leaving scene of accident,no,bac1b329f265c6e01e4f51de2c5c2d8fbb170047159c618bfc7f5e9e8fb2aab7
2993,Officer-21,09/18/2024,leaving scene of accident,no,cc1d57f2968aab1bd696b3a346fd4abcef344ca1785bc3dbbf7db4309d06802f
2994,Officer-21,09/18/2024,leaving scene of accident,no,069cabf6af5bd46a521141b5f4209b9c6b7a81e308ac17ed1f43396b8eacc4a5
2995,Officer-21,09/18/2024,leaving scene of accident,no,07893fe3112bfe7fddf51e37ae29e5a4de8abdf4f6a14cbb25f221a49175658c
2996,Officer-21,09/18/2024,leaving scene of accident,no,25e9294a1cbbd5d6ee72b694ac0a0b0885a6999df53ae58f29f1d6732af5bac2
2997,Officer-21,09/18/2024,leaving scene of accident,no,3766830827f6a19367282408153dd6954011a971f9d8df98c13821209e7c9912
2998,Officer-25,09/18/2024,[redacted],no,e830804a8c60f40812f8a9ca5dc6e6259d20f1790aff549093818912fa0d0fda
2999,Officer-25,09/18/2024,[redacted],no,7bf0b65b3e845137edd1eb10a41f36a7113826f14ad426dc872f6635f1145e56
3000,Officer-21,09/18/2024,leaving scene of accident,no,d0fc1aa7297362e5fc6773e2a097bd253b617a6da9fe693d6664b1aabb359121
3001,Officer-21,09/18/2024,leaving scene of accident,no,fff00531814ed12a35063b35c95d713e354b89bab4e9b63e82d87c0fc3ac3072
3002,Officer-25,09/18/2024,[redacted],no,8f83b7d213fb1a8d75786df4cb696790ff99fb3938bf443d4f094b90e9ba9113
3003,Officer-25,09/18/2024,[redacted],no,6a4e9d5db419c2c2220eb9040295a5a65e6e84604c7bd8405e33d0dcd9dd59c1
3004,Officer-25,09/18/2024,[redacted],no,428e35197740fc980c45eac53d8db15e7b23646f84fffbe8c745e98da1721f5a
3005,Officer-25,09/18/2024,[redacted],no,d2a76bf2cc85ed271dee353c72052053c77c5717fec6edcfe7e191d16e506f47
3006,Officer-21,09/18/2024,leaving scene of accident,no,bf3a0a4fc17d35dab9ceeb9812754e47710355dbbc0409b9d5809b983b9d86fe
3007,Officer-21,09/18/2024,leaving scene of accident,no,d5ff11060919291ac553b5bcd8951a1067d52cce13c941cf44b7ef5bd62683c1
3008,Officer-25,09/18/2024,[redacted],no,76688d83e5622cc6ab1ff1f45d315784482885aa33630294164d684ea870f128
3009,Officer-18,09/18/2024,wanted suspect,no,c82f2770500424a7d79b9bb2b17ab71bee861c6eb4564aa7c91173c3eeb410e8
3010,Officer-18,09/18/2024,wanted suspect,no,ff0ab764ffc84a23df5b6be41fd399bf9100576de2a96d928530761419ffcd5a
3011,Officer-18,09/18/2024,wanted suspect,no,506f19d39cf12dbb47245263bcda3fe2e478a6e75c87302da6e09080820e3da2
3012,Officer-18,09/18/2024,hit and run,no,e2c8c9ddc3a3d35ddf893d75e28da64f7131d0102ca8e408dd0767315f51ab51
3013,Officer-18,09/18/2024,hit and run,no,8316480afe04456ee7b79aeb2162888cf3e50a465398d9d7b07b42560e58f6a8
3014,Officer-33,09/23/2024,iinvestigation,no,8f95b595258b8d64fd5540ac7af83e86473bf12870516443438b58db0c90bc15
3015,Officer-21,09/23/2024,theft,no,af45240b0d3fc653d3851ccf83b4226a981ffcc5f919ab543dcb3fe267b20a4c
3016,Officer-21,09/23/2024,theft,no,04969f760249f8a0ee3e0106005cc18762a7d61a55de39d354a5619ea0e67aeb
3017,Officer-21,09/23/2024,theft,no,5b01f14bf3b776ccbe80c093502040a213850cf1e1ef689acaf1c7f23adb7989
3018,Officer-21,09/23/2024,theft,no,cc298d4934258271c15943289322e9343ee356b7c1901571742e3eb847cd7ce9
3019,Officer-21,09/23/2024,theft,no,aff101b849bd5988de381b74d7905ea718bd28198c3fc44ce7bf039db5dbd408
3020,Officer-21,09/23/2024,theft,no,f81a460b222060190ab6f198a321a39863e2129e9374320ccaf7c32e764f4563
3021,Officer-25,09/2024,[redacted],no,104051a418618ec38168f63a0ed7e15fb454a54fa48d07d8a765c97125429ff4
3022,Officer-25,09/2024,[redacted],no,cdeb5861b93f30e3ba531a0c54b158b134c02485e294642ea6318f201edf8910
3023,Officer-25,09/22/2024,ruaway,no,bd52b3d4b5777284a9b6e86f636318fe937690b9ec1594b786c0fe736faec965
3024,Officer-25,09/22/2024,ruaway,no,90d41df8360ef0541ba7d569d52a1a9d69e293d0fe0dfc89845d41f953a8c4c3
3025,Officer-21,09/23/2024,theft,no,5275ae7a091075b5bb7a13826debbac979d64b1a13c3111ffbf90bdb4e2e79c1
3026,Officer-21,09/23/2024,theft,no,32aea6debb27f2a1c05ecb119fe1345f6f4a909db16b8a0c1f69f3f378242198
3027,Officer-21,09/23/2024,theft,no,b110cac6877aaa1b59d3a5fae25bfed46b6bab2aaa9d6d9dca43af47b6255f29
3028,Officer-21,09/23/2024,theft,no,3a316b30d87a314a6ee862afeb3dd2c8323a628955e4c28b7c79b8e5b168547c
3029,Officer-21,09/23/2024,theft,no,04a91e5e25f401b9d44cbd551b09ee1e821f6b64ccaf1f2545197ef2535da114
3030,Officer-21,09/23/2024,theft,no,d41b4f885e2e0d6fd5cd8e0f6a1eb24a55d5f6690283ddd5643c0599037d0795
3031,Officer-7,09/2024,[redacted],no,1887f3a61aa2e64f91151aa407fba5aed57881f8124809e09c7352f4bf8bc669
3032,Officer-7,09/2024,[redacted],no,d03a7760351aacb5a5816b24f54917cf9498e770cef4813149131620c55f40d9
3033,Officer-7,09/2024,[redacted],no,803563b9abf69ab35f3887da8d8f18afab6e8d0b48d0a7616bf879df4f10dec2
3034,Officer-34,09/27/2024,[redacted] / theft,unknown,07a782d81b9e5725eb13cb115d0d0ec0743c62ffd060c139c2a75a37a257c73f
3035,Officer-33,09/25/2024,investigation,no,ade57fbd24532a9f407db8ab74904bf7a2b0da857024f895b081dbf338df29ea
3036,Officer-37,09/26/2024,Narcotics Inv,no,1053150b38b1330b4841adb24f00977ac4c349e7356e9a18e2560e0cf1f28e2e
3037,Officer-37,09/26/2024,Narcotics Inv,no,7a8c1c71666dddb6fe1517aa2b951a29b833f8e73b3fcee3b64dbeb4fdbbd08e
3038,Officer-2,09/27/2024,test,no,7148d40963902c03c68926a823a511801b98049aba32d11c812bf0e1577de5cd
3039,Officer-2,09/25/2024,test,no,4d5339f6e1513b3eef08c7ba7f8974afec18dd4037c800dc74b5c532b6586897
3040,Officer-2,09/25/2024,test,no,96082011f63e62662968d71b6dc6c3010fdfed8e0c560be78baedc82f6dd467b
3041,Officer-2,09/25/2024,test,no,b5b30dab85bb3a747565b1626679a3aa204d2a21a62958a26e9e7774fa9cd3dc
3042,Officer-2,09/25/2024,test,no,17b2624ec84cab4f0ead868e4124ac18157f7ee3218d4185ec7f777c53708b2d
3043,Officer-2,09/25/2024,test,no,7d5b3ed30f2bc5efde5799f79befe1609541dfe9cf705a167488b043805ca5dc
3044,Officer-2,09/25/2024,test,no,2de88cc5b269bf30f76dcbbd8336f63b2002388711362d02b08c1633c41a0d32
3045,Officer-2,09/25/2024,test,no,7477353c13228da752cce4cf3e3ac1c92692359661720b3077c16d61b1fdd258
3046,Officer-2,09/25/2024,test,no,33906ae20c1a27ab6473dc640a7db76c1a7166113f220527c1895ce4e06b2ae3
3047,Officer-2,09/25/2024,test,no,4dc0fa34f1f14ccbe3a978dc866fb4475131a9b9f32ee7323f8212632c9cc7e8
3048,Officer-34,09/25/2024,[redacted] / theft,unknown,57230aa446ce38b3d862dac97c6c0ccc22ab088583829b76ed410d83bdf126c5
3049,Officer-34,09/25/2024,[redacted] / theft,unknown,0f8da67d5fcf316d3843055ab0a2e5c9d450f7ebfb438f33f8770fb0edf01898
3050,Officer-33,09/25/2024,investigation,no,45ccefc899c30e0db944576832529b07202c6524f4e01ce893c4a1720fef976d
3051,Officer-34,09/25/2024,[redacted] / theft,unknown,7aa88703fb5aca8a3f89a699a6f5e95af722c66254a9ad7404b4dc2b78963b03
3052,Officer-33,09/25/2024,investigation,no,ee38dea89351f04534b5b0911a018f9f0ba1605e3807651b794104de4db951ff
3053,Officer-34,09/25/2024,[redacted] / theft,unknown,d009376cbfefe7282d345ff1c1a5d9793f314986c4d8b90339c9483d858163a5
3054,Officer-34,09/25/2024,[redacted] / theft,unknown,d7e99017da1a0e5a29d967a24bb44168f8006ddafb8ff552a4fdd7f5f3863a99
3055,Officer-33,09/25/2024,investigation,no,77dbf75968e6704f6b1e1a9c91fa2af4b21644e43a57672f5e1e6268b86a1cc0
3056,Officer-33,09/25/2024,investigation,no,94fc1a885f08c9f84124f34827b32b62b6b9f3975f86d4362e5c56d9f146b4a9
3057,Officer-33,09/25/2024,investigation,no,bcdbd9bd923e81457eef47d5e585963c697f781fff1804c51a4951014667cbd4
3058,Officer-33,09/25/2024,investigation,no,acc0db7f439dca76e25a2bee906ecb52c1e049bc18f60c90854904769266c753
3059,Officer-33,09/25/2024,investigation,no,75745055eb48374689e1fb6c3f11b02d9112c1182406eb9e2446bf602e209bdb
3060,Officer-33,09/25/2024,investigation,no,4a84f6ab1ac56b43522851f7a894e6e1a8a9fdec5dbf629d130436e5db615e31
3061,Officer-33,09/25/2024,investigation,no,e9067ed406e609bf7b9e72e6fdae87ec7980f1ec2c3cf465c9e4037fe7fb49a0
3062,Officer-33,09/25/2024,investigation,no,9e55622e3c71f72a69512f5721badcd1eaae76fe578633438b11384874c99780
3063,Officer-33,09/25/2024,investigation,no,daa1d3438a5c5acfc31e8f146f616bed14f20a5be1e1974bbfe2bebf8a6748bf
3064,Officer-33,09/25/2024,investigation,no,131e6ffc24d4ac69ea523515c1159930ed955be286f3da0d147d3cf3002c343d
3065,Officer-33,09/25/2024,investigation,no,723c72d02603817d8c7871b437f203f1ecea1532291d5ccd28c13d6acc6434ff
3066,Officer-33,09/25/2024,investigation,no,86f403bf57c349e60c58ea083b10aa4db8ab50f08ab5268fffdefdb990bebd10
3067,Officer-33,09/25/2024,investigation,no,500b7afd4d326ab92c10866e44eb625b409c5900b18eba7f3f95e507c66ddbdc
3068,Officer-33,09/25/2024,investigation,no,620c7d9ccd6d7811e74f10b24056a85033a470d8661f33ca27f280c9cfd89c9e
3069,Officer-37,09/05/2023,[redacted] Forgery,unknown,cf14d100abc0e5dba4635368c1c0d41486b646b688ca3f52f60373e61f6580df
3070,Officer-37,09/05/2023,[redacted] Forgery,unknown,c90e3570c6d40137961cff3cc58e226a5a88711221c3e52866eda866b3bbbbb5
3071,Officer-37,09/05/2023,[redacted] Forgery,unknown,d69a39ab9025622e2693c81ac3c1e0b4444be933d84a9ff2324e704345fb7829
3072,Officer-37,09/05/2023,[redacted] Forgery,unknown,8ef3dded077c1e9f32c5a504cba247fe8e34cfb13643f629f1563ae8225f22e2
3073,Officer-37,09/05/2023,[redacted] Forgery,unknown,b556d81503b902f62e217eddb4c98dd25b75df65d2ca3660474a05d75c48d233
3074,Officer-37,09/05/2023,[redacted] Forgery,unknown,359575a76bd3f6578d6366d7b4afd23ec2eabc8fd9692258491ef701f11cb2f2
3075,Officer-37,09/05/2023,[redacted] Forgery,unknown,08d27baa129c3fd4f3f0e902ac522bc9266b84fb9a6369f298aac139b913144d
3076,Officer-37,09/05/2023,[redacted] Forgery,unknown,8e40a47b44ceb189f6561d9d2425b9d62aff32418ac44a80e67999b585bc6203
3077,Officer-37,09/05/2023,[redacted] Forgery,unknown,298b4a94cff1d1682f4f0f9df1cc58c9c4596dff12989218023d7eccfbf81738
3078,Officer-37,09/05/2023,[redacted] Forgery,unknown,2b8f3205278bda3e6bb1882d223af1e6b926ed90208ffb102f2101254ad8984e
3079,Officer-37,09/18/2023,Narcotics,no,eb689f29bb10ca84585fc2452c515430602b56cfb6e4fbe310c62984eae96219
3080,Officer-37,09/21/2023,Narcotics,no,1ba850b6c98443e04bb47312196fe8f58b21764f7e2b8034bd5662cd71d290d9
3081,Officer-37,09/21/2023,Narcotics,no,ac107a1a6d0260e306ee4da5c3267e5b719e99102f4dd932b6a42eaedfdd3be8
3082,Officer-37,09/27/2023,Narcotics,no,27d6bda0891410c1efed15a0efdaeefbd13aaef72a1d0bec34b04e550fec9340
3083,Officer-37,09/27/2023,Narcotics,no,50c56fc3b51a7babd6b9ec1b91a5d56ee644449ad4008ab1f867a2495cceb75d
3084,Officer-3,10/10/2025,"theft, warrants",no,f9cbca0031bb60c1df9b25209aab9f3adaa2c502a8e7bc6c875cd462fab1d971
3085,Officer-12,10/2025,[redacted],no,b0710898acae5219a627b0d0601009f6a6ab17a6905a4b60a8e6691813dfac24
3086,Officer-5,10/09/2025,Patrol,no,60ae3daec38357fa5bd454cfdc8a2d61db55e87436b0cdfab8476914ca16c438
3087,Officer-5,10/09/2025,Patrol,no,b959a592ce53269396983ed2375478f5757e0ba9010cb872a2edad25a18810a5
3088,Officer-5,10/09/2025,Patrol,no,34fba898fb6dd5cf16066ee9fd253a21274d0102cfcb1e31308feb213784f0c6
3089,Officer-3,10/07/2025,theft of merchandise,yes,0a46e7c107bc4b723d262bd3c606e67310b50de2c7c987756103bcd1d8077849
3090,Officer-3,10/07/2025,theft of merchandise,yes,febecb51587b7ffe875f78d366209cfea3b441e408a9ad30f263d41b2529cb00
3091,Officer-37,10/07/2025,Narcotics Inv,no,38a53c8cefcee394229cb6fe69ee5524cf5913cc62622b91c295c6729c6d775c
3092,Officer-12,10/2025,[redacted],no,a55fd757d5abda845a159019e1ca104c24cc6d09d3cb75b358d95f12fccc1777
3093,Officer-21,10/10/2025,THEFT OF VEHICLE,no,9f0e98de749bf8a14e36e9a583c769b6a37252510c800a33c11fee41ae3c6fb3
3094,Officer-21,10/10/2025,THEFT OF VEHICLE,no,20eb3dbd34523361f1083370da38ac338143043c978cfcb3ee2ac4f207630982
3095,Officer-21,10/10/2025,THEFT OF VEHICLE,no,fc3f55319e3947e56777b854c8c055af506ec6d7a13e1a13f713a5fb611995b4
3096,Officer-21,10/10/2025,THEFT OF VEHICLE,no,ea6d9385166c24ba1e0d1f48730f1e48a3b754047bf16eaef0df9b3b645699b3
3097,Officer-21,10/10/2025,THEFT OF VEHICLE,no,948885709ca2d61ab655a0dd7abef7a2406f7611820b2c0ba3ed4715f0cf19b2
3098,Officer-21,10/10/2025,THEFT OF VEHICLE,no,e62d54626a551d7556bc498fa1348216cc6598dd8d2ae523e635175bdea80835
3099,Officer-21,10/10/2025,THEFT OF VEHICLE,no,3086007257e7993fad2384a8fc818ddbdb8d84b2b746b3e1412a6b69f17a32c5
3100,Officer-21,10/10/2025,THEFT OF VEHICLE,no,233fa43a1ee36a1f410b38cc8216dd58369509d04fc72148518f40ab4d5d09fd
3101,Officer-21,10/10/2025,THEFT OF VEHICLE,no,22a85d0ed2eb0cf72faca5b193b13148881e281a09697626a30b0a86f06c7e6e
3102,Officer-18,10/07/2025,Warrants,no,78f9e7314f254b75ca08ee5e97bfd41e24c91e70084c46a1ec1f30cb20ef21d0
3103,Officer-18,10/07/2025,Warrants,no,8d5cdb7b10af2319f51c2228148f6e87aab10527af87a490259a632fe63604ef
3104,Officer-18,10/07/2025,Warrants,no,c2fc08837c850c5bfa5a45d89ee597066cb34c0b4c7e5e86dc02974ca210d41d
3105,Officer-12,10/2025,[redacted],no,841d8007556891e5e78e93b1ffef0752ebcffe4e6d13096b7279426b9486d22f
